"genus"	"species"	"latitude"	"longitude"	"source"
"Callichthys"	"Callichthys callichthys"	-4.513996	-73.573174	"splink"
"Callichthys"	"Callichthys callichthys"	-4.445262	-73.460976	"splink"
"Callichthys"	"Callichthys callichthys"	3.294876	-59.349114	"splink"
"Callichthys"	"Callichthys callichthys"	10.227901	-61.616084	"splink"
"Callichthys"	"Callichthys callichthys"	10.144665	-62.936535	"splink"
"Callichthys"	"Callichthys callichthys"	10.435179	-61.381836	"splink"
"Callichthys"	"Callichthys callichthys"	-3.322622	-71.863359	"splink"
"Callichthys"	"Callichthys callichthys"	-3.322622	-71.863359	"splink"
"Callichthys"	"Callichthys callichthys"	-1.422543	-48.752498	"splink"
"Callichthys"	"Callichthys melampterus"	-3.252057	-72.273076	"splink"
"Callichthys"	"Callichthys melampterus"	-3.252057	-72.273076	"splink"
"Callichthys"	"Callichthys melampterus"	-3.252057	-72.273076	"splink"
"Callichthys"	"Callichthys melampterus"	-3.252057	-72.273076	"splink"
"Callichthys"	"Callichthys serralabium"	3.13453	-65.523374	"splink"
"Callichthys"	"Callichthys serralabrum"	3.13453	-65.523374	"splink"
"Callichthys"	"Callichthys subulatus"	4.138448	-58.474612	"splink"
"Corydoras"	"Corydoras"	7.116585	-65.016565	"splink"
"Corydoras"	"Corydoras"	7.116126	-65.027703	"splink"
"Corydoras"	"Corydoras"	7.116126	-65.027703	"splink"
"Corydoras"	"Corydoras"	7.116585	-65.016565	"splink"
"Corydoras"	"Corydoras"	7.116126	-65.027703	"splink"
"Corydoras"	"Corydoras"	6.945229	-64.850839	"splink"
"Corydoras"	"Corydoras"	6.945229	-64.850839	"splink"
"Corydoras"	"Corydoras"	7.25743	-64.983521	"splink"
"Corydoras"	"Corydoras"	6.945229	-64.850839	"splink"
"Corydoras"	"Corydoras"	6.945229	-64.850839	"splink"
"Corydoras"	"Corydoras"	6.321216	-64.525063	"splink"
"Corydoras"	"Corydoras"	7	-65.25	"splink"
"Corydoras"	"Corydoras"	7	-65.25	"splink"
"Corydoras"	"Corydoras"	7.116585	-65.016565	"splink"
"Corydoras"	"Corydoras"	7.116585	-65.016565	"splink"
"Corydoras"	"Corydoras"	7.116585	-65.016565	"splink"
"Corydoras"	"Corydoras"	7.41339	-65.199255	"splink"
"Corydoras"	"Corydoras"	7.41339	-65.199255	"splink"
"Corydoras"	"Corydoras"	8.051333	-63.667586	"splink"
"Corydoras"	"Corydoras"	8.051333	-63.667586	"splink"
"Corydoras"	"Corydoras"	6.945229	-64.850839	"splink"
"Corydoras"	"Corydoras"	7.601005	-64.917494	"splink"
"Corydoras"	"Corydoras"	5.945111	-67.367166	"splink"
"Corydoras"	"Corydoras"	7.354718	-66.264576	"splink"
"Corydoras"	"Corydoras"	7.541576	-65.389939	"splink"
"Corydoras"	"Corydoras"	7.034476	-66.498722	"splink"
"Corydoras"	"Corydoras"	7.601005	-64.917494	"splink"
"Corydoras"	"Corydoras"	7.125791	-65.01667	"splink"
"Corydoras"	"Corydoras"	7.077514	-64.991714	"splink"
"Corydoras"	"Corydoras"	7.601005	-64.917494	"splink"
"Corydoras"	"Corydoras"	8.030556	-67.515569	"splink"
"Corydoras"	"Corydoras"	-3.888964	-73.695547	"splink"
"Corydoras"	"Corydoras"	6.127527	-67.367013	"splink"
"Corydoras"	"Corydoras"	-3.879982	-73.490959	"splink"
"Corydoras"	"Corydoras"	-3.841219	-73.388521	"splink"
"Corydoras"	"Corydoras"	-3.770826	-73.332811	"splink"
"Corydoras"	"Corydoras"	-3.827203	-73.37976	"splink"
"Corydoras"	"Corydoras"	-3.770826	-73.332811	"splink"
"Corydoras"	"Corydoras"	-3.786413	-73.346458	"splink"
"Corydoras"	"Corydoras"	-3.786413	-73.346458	"splink"
"Corydoras"	"Corydoras"	-3.770826	-73.332811	"splink"
"Corydoras"	"Corydoras"	-3.879982	-73.490959	"splink"
"Corydoras"	"Corydoras"	-3.841219	-73.388521	"splink"
"Corydoras"	"Corydoras"	-3.832744	-73.402865	"splink"
"Corydoras"	"Corydoras"	-3.786413	-73.346458	"splink"
"Corydoras"	"Corydoras"	-3.766667	-73.3	"splink"
"Corydoras"	"Corydoras"	-3.86157	-73.512331	"splink"
"Corydoras"	"Corydoras"	-3.841219	-73.388521	"splink"
"Corydoras"	"Corydoras"	-3.786413	-73.346458	"splink"
"Corydoras"	"Corydoras"	-3.84139	-73.386075	"splink"
"Corydoras"	"Corydoras"	-3.786413	-73.346458	"splink"
"Corydoras"	"Corydoras"	-25.425684	-55.356898	"splink"
"Corydoras"	"Corydoras"	-27.173498	-56.770692	"splink"
"Corydoras"	"Corydoras"	-14.879642	-44.082689	"splink"
"Corydoras"	"Corydoras"	-13.250502	-43.429713	"splink"
"Corydoras"	"Corydoras"	-13.816887	-43.499396	"splink"
"Corydoras"	"Corydoras"	-15.402648	-43.16126	"splink"
"Corydoras"	"Corydoras"	7.16667	-65.01667	"splink"
"Corydoras"	"Corydoras"	7.16667	-65.01667	"splink"
"Corydoras"	"Corydoras"	-26.386984	-57.125049	"splink"
"Corydoras"	"Corydoras"	-26.386984	-57.125049	"splink"
"Corydoras"	"Corydoras acutus"	-8.941258	-74.705278	"splink"
"Corydoras"	"Corydoras"	-25.864825	-56.410252	"splink"
"Corydoras"	"Corydoras"	-25.475769	-56.177001	"splink"
"Corydoras"	"Corydoras"	4.312059	-72.07522	"splink"
"Corydoras"	"Corydoras"	-3.753023	-73.283431	"splink"
"Corydoras"	"Corydoras"	2.063333	-59.116667	"splink"
"Corydoras"	"Corydoras"	-3.751667	-73.307306	"splink"
"Corydoras"	"Corydoras"	3.355	-59.830833	"splink"
"Corydoras"	"Corydoras"	-3.591783	-51.76565	"splink"
"Corydoras"	"Corydoras"	-3.621017	-51.820583	"splink"
"Corydoras"	"Corydoras"	-1.732222	-52.254	"splink"
"Corydoras"	"Corydoras acutus"	-3.710713	-73.233832	"splink"
"Corydoras"	"Corydoras acutus"	-3.252057	-72.273076	"splink"
"Corydoras"	"Corydoras aeneus"	-24.5	-56.683333	"splink"
"Corydoras"	"Corydoras aeneus"	-24.5	-56.683333	"splink"
"Corydoras"	"Corydoras aeneus"	-24.127126	-56.6573	"splink"
"Corydoras"	"Corydoras aeneus"	-24.127126	-56.6573	"splink"
"Corydoras"	"Corydoras aeneus"	10.601184	-61.101044	"splink"
"Corydoras"	"Corydoras aeneus"	7.562894	-69.242632	"splink"
"Corydoras"	"Corydoras aeneus"	-25.48802	-57.466324	"splink"
"Corydoras"	"Corydoras aeneus"	-25.201839	-57.6438	"splink"
"Corydoras"	"Corydoras aeneus"	-25.326714	-57.121229	"splink"
"Corydoras"	"Corydoras aeneus"	-27.173498	-56.770692	"splink"
"Corydoras"	"Corydoras aeneus"	-27.173498	-56.770692	"splink"
"Corydoras"	"Corydoras aeneus"	10.088967	-61.269135	"splink"
"Corydoras"	"Corydoras aeneus"	10.641164	-61.374594	"splink"
"Corydoras"	"Corydoras aeneus"	10.088967	-61.269135	"splink"
"Corydoras"	"Corydoras agassizii/ambiacus"	-3.733613	-73.303166	"splink"
"Corydoras"	"Corydoras ambiacus"	-4.445262	-73.460976	"splink"
"Corydoras"	"Corydoras ambiacus"	-3.252057	-72.273076	"splink"
"Corydoras"	"Corydoras amphibelus"	-3.252057	-72.273076	"splink"
"Corydoras"	"Corydoras araguaiensis"	-14.283471	-51.15659	"splink"
"Corydoras"	"Corydoras atropersonatus"	-3.786413	-73.346458	"splink"
"Corydoras"	"Corydoras atropersonatus"	-3.879982	-73.490959	"splink"
"Corydoras"	"Corydoras atropersonatus"	-4.225321	-73.482597	"splink"
"Corydoras"	"Corydoras atropersonatus"	-3.782474	-73.342595	"splink"
"Corydoras"	"Corydoras atropersonatus"	-3.752423	-73.283278	"splink"
"Corydoras"	"Corydoras atropersonatus"	-3.752423	-73.283278	"splink"
"Corydoras"	"Corydoras aurofrenatus"	-30.238646	-59.574228	"splink"
"Corydoras"	"Corydoras `b'"	6.798313	-65.245756	"splink"
"Corydoras"	"Corydoras barbatus"	-22.402612	-42.216435	"splink"
"Corydoras"	"Corydoras bicolor"	3.851421	-59.285944	"splink"
"Corydoras"	"Corydoras bicolor"	3.750685	-59.302489	"splink"
"Corydoras"	"Corydoras blochi"	7.798724	-63.883923	"splink"
"Corydoras"	"Corydoras blochi"	4.072553	-59.483285	"splink"
"Corydoras"	"Corydoras boehlkei"	5.712082	-64.559801	"splink"
"Corydoras"	"Corydoras boehlkei"	5.712082	-64.559801	"splink"
"Corydoras"	"Corydoras bondi"	6.23277	-61.407706	"splink"
"Corydoras"	"Corydoras bondi"	7.233359	-61.768282	"splink"
"Corydoras"	"Corydoras bondi"	6.756478	-61.227169	"splink"
"Corydoras"	"Corydoras bondi"	7.443942	-61.871147	"splink"
"Corydoras"	"Corydoras bondi"	7.169395	-62.496223	"splink"
"Corydoras"	"Corydoras bondi"	7.631288	-61.799341	"splink"
"Corydoras"	"Corydoras bondi"	5.056677	-66.322985	"splink"
"Corydoras"	"Corydoras bondi"	6.95	-64.833333	"splink"
"Corydoras"	"Corydoras `c'"	6.798313	-65.245756	"splink"
"Corydoras"	"Corydoras (c22)"	-3.655389	-52.391694	"splink"
"Corydoras"	"Corydoras (c22)"	-3.5677	-52.346	"splink"
"Corydoras"	"Corydoras (c22)"	-3.586133	-51.819067	"splink"
"Corydoras"	"Corydoras (c22)"	-3.607083	-52.348667	"splink"
"Corydoras"	"Corydoras (c22)"	-3.5835	-51.823	"splink"
"Corydoras"	"Corydoras (c22)"	-3.562111	-52.35625	"splink"
"Corydoras"	"Corydoras (c22)"	-3.6095	-52.349139	"splink"
"Corydoras"	"Corydoras (c22)"	-3.587056	-51.76675	"splink"
"Corydoras"	"Corydoras (c22)"	-3.608139	-52.349222	"splink"
"Corydoras"	"Corydoras caquetae"	1.6175	-75.619131	"splink"
"Corydoras"	"Corydoras cf. aeneus"	-25.864825	-56.410252	"splink"
"Corydoras"	"Corydoras cf. aeneus"	-25.402011	-56.410678	"splink"
"Corydoras"	"Corydoras cf. aeneus"	-25.475769	-56.177001	"splink"
"Corydoras"	"Corydoras cf. aneus"	-25.475769	-56.177001	"splink"
"Corydoras"	"Corydoras cf. breei"	3.750685	-59.302489	"splink"
"Corydoras"	"Corydoras cf. breei"	3.353139	-59.81495	"splink"
"Corydoras"	"Corydoras cf. breei"	2.257795	-58.374341	"splink"
"Corydoras"	"Corydoras cf. osteocarus"	4.072553	-59.483285	"splink"
"Corydoras"	"Corydoras cf. osteocarus"	3.340788	-59.829788	"splink"
"Corydoras"	"Corydoras cf. osteocarus"	2.739664	-59.525518	"splink"
"Corydoras"	"Corydoras cf. trilineatus"	-11.931421	-69.117313	"splink"
"Corydoras"	"Corydoras concolor"	7.423809	-61.238427	"splink"
"Corydoras"	"Corydoras concolor"	7.631288	-61.799341	"splink"
"Corydoras"	"Corydoras concolor"	7.423809	-61.238427	"splink"
"Corydoras"	"Corydoras concolor"	7.07871	-62.412981	"splink"
"Corydoras"	"Corydoras `d'"	6.798313	-65.245756	"splink"
"Corydoras"	"Corydoras elegans"	-1.398043	-61.845069	"splink"
"Corydoras"	"Corydoras ellisae"	-26.386984	-57.125049	"splink"
"Corydoras"	"Corydoras ellisae"	-25.475769	-56.177001	"splink"
"Corydoras"	"Corydoras ellisae"	-25.634805	-56.483139	"splink"
"Corydoras"	"Corydoras ellisae"	-25.864825	-56.410252	"splink"
"Corydoras"	"Corydoras garbei"	-15.2946	-44.386955	"splink"
"Corydoras"	"Corydoras garbei"	-15.17252	-44.203635	"splink"
"Corydoras"	"Corydoras garbei"	-14.879642	-44.082689	"splink"
"Corydoras"	"Corydoras garbei"	-14.645522	-44.099619	"splink"
"Corydoras"	"Corydoras garbei"	-13.284186	-43.444991	"splink"
"Corydoras"	"Corydoras garbei"	-14.213333	-42.824722	"splink"
"Corydoras"	"Corydoras garbei"	-17.09204	-43.829416	"splink"
"Corydoras"	"Corydoras garbei"	-7.48139	-37.27289	"splink"
"Corydoras"	"Corydoras hastatus"	-25.193537	-57.629433	"splink"
"Corydoras"	"Corydoras hastatus"	-25.182247	-57.550084	"splink"
"Corydoras"	"Corydoras hastatus"	-16.734712	-57.746177	"splink"
"Corydoras"	"Corydoras leucomelas"	-1.001878	-75.460539	"splink"
"Corydoras"	"Corydoras leucomelas"	-3.789997	-73.248509	"splink"
"Corydoras"	"Corydoras loretoensis"	-3.73409	-73.289773	"splink"
"Corydoras"	"Corydoras loretoensis"	-3.879982	-73.490959	"splink"
"Corydoras"	"Corydoras loretoensis"	-4.225321	-73.482597	"splink"
"Corydoras"	"Corydoras loretoensis"	-3.752423	-73.283278	"splink"
"Corydoras"	"Corydoras loretoensis"	-3.782474	-73.342595	"splink"
"Corydoras"	"Corydoras loretoensis"	-3.752423	-73.283278	"splink"
"Corydoras"	"Corydoras loxozonus"	3.301591	-73.360836	"splink"
"Corydoras"	"Corydoras melanistius"	4.571458	-58.608997	"splink"
"Corydoras"	"Corydoras melanistius"	4.566667	-58.583333	"splink"
"Corydoras"	"Corydoras melanistius"	4.659279	-58.676359	"splink"
"Corydoras"	"Corydoras melanistius"	4.566667	-58.583333	"splink"
"Corydoras"	"Corydoras melanistius"	4.392858	-58.838513	"splink"
"Corydoras"	"Corydoras melanistius"	4.68801	-59.101382	"splink"
"Corydoras"	"Corydoras melanistius"	4.138448	-58.474612	"splink"
"Corydoras"	"Corydoras melanistius"	4.138448	-58.474612	"splink"
"Corydoras"	"Corydoras melanistius"	4.68801	-59.101382	"splink"
"Corydoras"	"Corydoras melanistius"	4.138448	-58.474612	"splink"
"Corydoras"	"Corydoras melanistius"	4.831965	-58.837879	"splink"
"Corydoras"	"Corydoras melanistius"	4.68801	-59.101382	"splink"
"Corydoras"	"Corydoras melanistius"	4.831965	-58.837879	"splink"
"Corydoras"	"Corydoras melanistius"	4.68801	-59.101382	"splink"
"Corydoras"	"Corydoras melanistius"	4.298171	-58.977556	"splink"
"Corydoras"	"Corydoras melanistius"	4.138448	-58.474612	"splink"
"Corydoras"	"Corydoras melanistius"	4.138448	-58.474612	"splink"
"Corydoras"	"Corydoras melanistius"	3.325086	-59.690656	"splink"
"Corydoras"	"Corydoras melanistius"	3.111443	-59.776785	"splink"
"Corydoras"	"Corydoras melanistius"	-3.620722	-51.820833	"splink"
"Corydoras"	"Corydoras osteocarus"	7.761226	-68.182128	"splink"
"Corydoras"	"Corydoras melanistius"	-3.59725	-51.841667	"splink"
"Corydoras"	"Corydoras metae"	3.97	-73.07	"splink"
"Corydoras"	"Corydoras metae"	3.97	-73.07	"splink"
"Corydoras"	"Corydoras metae"	4.298636	-72.887998	"splink"
"Corydoras"	"Corydoras metae"	3.97	-73.07	"splink"
"Corydoras"	"Corydoras metae"	4.088768	-73.111527	"splink"
"Corydoras"	"Corydoras metae"	4.079998	-73.110905	"splink"
"Corydoras"	"Corydoras metae"	4.112508	-73.111162	"splink"
"Corydoras"	"Corydoras metae"	4.157878	-73.625516	"splink"
"Corydoras"	"Corydoras microps"	-24.127126	-56.6573	"splink"
"Corydoras"	"Corydoras osteocarus"	6.945229	-64.850839	"splink"
"Corydoras"	"Corydoras osteocarus"	5.200972	-67.797897	"splink"
"Corydoras"	"Corydoras osteocarus"	5.200912	-67.798768	"splink"
"Corydoras"	"Corydoras paleatus"	-34.884353	-56.116195	"splink"
"Corydoras"	"Corydoras paleatus"	-34.869606	-56.160877	"splink"
"Corydoras"	"Corydoras paleatus"	-34.86785	-56.048389	"splink"
"Corydoras"	"Corydoras paleatus"	-34.884353	-56.116195	"splink"
"Corydoras"	"Corydoras paleatus"	-34.884353	-56.116195	"splink"
"Corydoras"	"Corydoras pauciradiatus"	-0.40618	-65.03402	"splink"
"Corydoras"	"Corydoras polystictus"	-15.2946	-44.386955	"splink"
"Corydoras"	"Corydoras polystictus"	-26.386984	-57.125049	"splink"
"Corydoras"	"Corydoras polystictus"	-16.734712	-57.746177	"splink"
"Corydoras"	"Corydoras prionotus"	-17.01702	-39.5826	"splink"
"Corydoras"	"Corydoras prionotus"	-17.882634	-39.854224	"splink"
"Corydoras"	"Corydoras prionotus"	-16.658889	-39.6175	"splink"
"Corydoras"	"Corydoras prionotus"	-16.71685	-39.45058	"splink"
"Corydoras"	"Corydoras prionotus"	-17.3825	-39.6675	"splink"
"Corydoras"	"Corydoras prionotus"	-18.385542	-40.249514	"splink"
"Corydoras"	"Corydoras semiaquilus"	-4.111041	-73.244475	"splink"
"Corydoras"	"Corydoras semiscutatus"	-3.252057	-72.273076	"splink"
"Corydoras"	"Corydoras septentrionalis"	7.761226	-68.182128	"splink"
"Corydoras"	"Corydoras septentrionalis"	7.311449	-67.562665	"splink"
"Corydoras"	"Corydoras simulatus"	3.97	-73.07	"splink"
"Corydoras"	"Corydoras simulatus"	4.063986	-72.981382	"splink"
"Corydoras"	"Corydoras simulatus"	4.088768	-73.111527	"splink"
"Corydoras"	"Corydoras simulatus"	4.052825	-73.055665	"splink"
"Corydoras"	"Corydoras simulatus"	4.052825	-73.055665	"splink"
"Corydoras"	"Corydoras simulatus"	4.063986	-72.981382	"splink"
"Corydoras"	"Corydoras simulatus"	4.063986	-72.981382	"splink"
"Corydoras"	"Corydoras simulatus"	4.079998	-73.110905	"splink"
"Corydoras"	"Corydoras simulatus"	4.112508	-73.111162	"splink"
"Corydoras"	"Corydoras simulatus-group"	4.831965	-58.837879	"splink"
"Corydoras"	"Corydoras simulatus-group"	4.831965	-58.837879	"splink"
"Corydoras"	"Corydoras sp."	6.798313	-65.245756	"splink"
"Corydoras"	"Corydoras sp. a"	6.798313	-65.245756	"splink"
"Corydoras"	"Corydoras sp. a"	-12.180122	-71.014584	"splink"
"Corydoras"	"Corydoras sp. a"	-12.638314	-69.259465	"splink"
"Corydoras"	"Corydoras sp b"	-11.943238	-71.295071	"splink"
"Corydoras"	"Corydoras sp. c"	6.798313	-65.245756	"splink"
"Corydoras"	"Corydoras sychri"	-4.225321	-73.482597	"splink"
"Corydoras"	"Corydoras trilineatus"	-3.252057	-72.273076	"splink"
"Corydoras"	"Corydoras trilineatus"	-3.252057	-72.273076	"splink"
"Corydoras"	"Corydoras tukano"	0.199522	-69.371078	"splink"
"Corydoras"	"Corydoras wotroi"	4.816389	-58.848889	"splink"
"Corydoras"	"Corydoras zygatus"	-4.111041	-73.244475	"splink"
"Dianema"	"Dianema"	-22.338518	-60.043165	"splink"
"Dianema"	"Dianema"	-3.733613	-73.303166	"splink"
"Dianema"	"Dianema longibarbis"	-3.755657	-73.253144	"splink"
"Dianema"	"Dianema longibarbis"	-4.336885	-73.248595	"splink"
"Dianema"	"Dianema longibarbis"	-4.111041	-73.244475	"splink"
"Dianema"	"Dianema longibarbis"	-3.733613	-73.303166	"splink"
"Dianema"	"Dianema longibarbis"	-3.252057	-72.273076	"splink"
"Dianema"	"Dianema longibarbis"	-3.252057	-72.273076	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	-4.327479	-74.596757	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-4.221441	-69.950341	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-24.127126	-56.6573	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-1.482585	-48.510439	"splink"
"Hoplosternum"	"Hoplosternum littorale"	3.957994	-73.054528	"splink"
"Hoplosternum"	"Hoplosternum littorale"	4.052825	-73.055665	"splink"
"Hoplosternum"	"Hoplosternum littorale"	4.088768	-73.111527	"splink"
"Hoplosternum"	"Hoplosternum littorale"	4.060794	-73.05323	"splink"
"Hoplosternum"	"Hoplosternum littorale"	4.079998	-73.110905	"splink"
"Hoplosternum"	"Hoplosternum littorale"	4.112508	-73.111162	"splink"
"Hoplosternum"	"Hoplosternum littorale"	10.435179	-61.381836	"splink"
"Hoplosternum"	"Hoplosternum littorale"	8.126108	-67.481059	"splink"
"Hoplosternum"	"Hoplosternum littorale"	8.106643	-67.515992	"splink"
"Hoplosternum"	"Hoplosternum littorale"	7.536079	-68.321657	"splink"
"Hoplosternum"	"Hoplosternum littorale"	7.665214	-66.224883	"splink"
"Hoplosternum"	"Hoplosternum littorale"	8.14982	-63.585108	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-21.646381	-61.117449	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-21.646381	-61.117449	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-22.309231	-60.060048	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-22.345266	-60.1108	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-13.284186	-43.444991	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-21.91386	-60.746887	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-25.201839	-57.6438	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-22.494085	-60.004494	"splink"
"Hoplosternum"	"Hoplosternum littorale"	7.892501	-67.450914	"splink"
"Hoplosternum"	"Hoplosternum littorale"	-27.554848	-58.74999	"splink"
"Hoplosternum"	"Hoplosternum littorale"	8.804637	-62.473538	"splink"
"Hoplosternum"	"Hoplosternum littorale"	10.418981	-61.06192	"splink"
"Hoplosternum"	"Hoplosternum littorale"	10.435179	-61.381836	"splink"
"Hoplosternum"	"Hoplosternum littorale"	10.418981	-61.06192	"splink"
"Hoplosternum"	"Hoplosternum oronocoi"	8.804637	-62.473538	"splink"
"Hoplosternum"	"Hoplosternum pectorale"	-25.181907	-57.550449	"splink"
"Hoplosternum"	"Hoplosternum pectorale"	-25.326714	-57.121229	"splink"
"Hoplosternum"	"Hoplosternum pectorale"	-27.138238	-57.03246	"splink"
"Hoplosternum"	"Hoplosternum pectorale"	-27.173498	-56.770692	"splink"
"Hoplosternum"	"Hoplosternum pectorale"	-25.193537	-57.629433	"splink"
"Hoplosternum"	"Hoplosternum shirui"	-7.35138	-75.010831	"splink"
"Hoplosternum"	"Hoplosternum shirui"	-7.35138	-75.010831	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	3.97	-73.07	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.298636	-72.887998	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	7.25743	-64.983521	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	5.66013	-67.635971	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	5.045378	-67.780845	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	3.178665	-65.55176	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	-4.336885	-73.248595	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	-3.786413	-73.346458	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	-3.765285	-73.31345	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	-3.869021	-73.492161	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	-3.764899	-73.313106	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.571458	-58.608997	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.298171	-58.977556	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.392858	-58.838513	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.566667	-58.583333	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.392858	-58.838513	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.392858	-58.838513	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.662133	-58.673533	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.298171	-58.977556	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.298171	-58.977556	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.831965	-58.837879	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.831965	-58.837879	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	4.68801	-59.101382	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	-4.445262	-73.460976	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	3.294876	-59.349114	"splink"
"Hoplosternum"	"Hoplosternum thoracatum"	-1.422543	-48.752498	"splink"
"Megalechis"	"Megalechis"	-3.598833	-51.832611	"splink"
"Megalechis"	"Megalechis"	3.167222	-65.698333	"splink"
"Megalechis"	"Megalechis"	-1.732028	-52.254111	"splink"
"Megalechis"	"Megalechis"	-3.59725	-51.841667	"splink"
"Megalechis"	"Megalechis personata"	-14.290478	-51.155012	"splink"
"Megalechis"	"Megalechis picta"	-3.733613	-73.303166	"splink"
"Megalechis"	"Megalechis picta"	3.748887	-59.334203	"splink"
"Megalechis"	"Megalechis picta"	5.436939	-66.165071	"splink"
"Megalechis"	"Megalechis picta"	5.056677	-66.322985	"splink"
"Megalechis"	"Megalechis picta"	3.997341	-66.954212	"splink"
"Megalechis"	"Megalechis picta"	-3.733613	-73.303166	"splink"
"Megalechis"	"Megalechis picta"	-3.733613	-73.303166	"splink"
"Megalechis"	"Megalechis thoracata"	4.088768	-73.111527	"splink"
"Megalechis"	"Megalechis thoracata"	3.13453	-65.523374	"splink"
"Megalechis"	"Megalechis thoracata"	7.127835	-67.61923	"splink"
"Megalechis"	"Megalechis thoracata"	-3.865852	-73.522716	"splink"
"Megalechis"	"Megalechis thoracata"	3.748887	-59.334203	"splink"
"Megalechis"	"Megalechis thoracata"	3.851421	-59.285944	"splink"
"Megalechis"	"Megalechis thoracata"	-4.445262	-73.460976	"splink"
